feedback_id,customer_id,store_id,rating,comment,channel,date
17776,6067,3,4,Store was clean and well organized.,Website,2022-04-29
17777,6170,3,4,Five stars well deserved!,In-Store,2026-03-19
17778,6310,6,5,Store was clean and well organized.,WhatsApp,2023-11-03
17779,6089,2,3,Satisfactory but room for improvement.,Email,2022-08-04
17780,6059,9,3,Product meets basic expectations.,App,2026-03-13
17781,6402,5,3,Product meets basic expectations.,Email,2025-12-25
17782,6442,5,4,Will definitely come back again!,Website,2022-11-03
17783,6232,3,4,Outstanding support and great deals.,In-Store,2024-01-23
17784,6148,4,4,Store was clean and well organized.,App,2024-10-21
17785,6214,9,3,Service was okay but could be improved.,Website,2023-04-08
17786,6264,7,4,Amazing product quality. Very satisfied.,In-Store,2025-11-02
17787,6146,2,1,Overpriced and poor quality.,WhatsApp,2025-01-29
17788,6118,3,2,Will not visit again. Terrible experience.,In-Store,2023-07-16
17789,6133,10,5,Staff went above and beyond to help.,Website,2023-09-02
17790,6404,6,4,Outstanding support and great deals.,Email,2025-02-19
17791,6207,9,5,Will definitely come back again!,Website,2024-10-13
17792,6135,3,4,Good value for money.,In-Store,2025-12-11
17793,6400,5,1,Limited product options and low stock.,Phone-Call,2023-01-03
17794,6450,1,4,Store was clean and well organized.,Phone-Call,2022-06-20
17795,6128,4,3,Would recommend to friends.,Phone-Call,2024-07-22
17796,6048,5,3,"Met some expectations, decent selection.",WhatsApp,2025-08-27
17797,6497,7,3,Product meets basic expectations.,App,2024-03-23
17798,6468,2,5,Best electronics store in the city!,WhatsApp,2022-08-01
17799,6366,7,5,Good value for money.,Website,2022-09-16
17800,6447,6,5,Good value for money.,App,2023-09-29
17801,6176,5,5,Will definitely come back again!,In-Store,2024-02-02
17802,6353,1,2,"Billing took forever, staff was rude.",Website,2025-09-16
17803,6318,8,3,Would recommend to friends.,Phone-Call,2022-09-24
17804,6150,6,3,"Average experience, nothing special.",WhatsApp,2026-01-14
17805,6220,10,5,Five stars well deserved!,In-Store,2023-01-14
17806,6303,10,5,Store was clean and well organized.,Website,2023-09-07
17807,6167,1,4,Quick billing and smooth process.,WhatsApp,2023-12-18
17808,6492,6,2,"Billing took forever, staff was rude.",In-Store,2025-10-05
17809,6391,10,3,Satisfactory but room for improvement.,Email,2023-09-06
17810,6492,8,5,Outstanding support and great deals.,In-Store,2023-06-14
17811,6245,4,5,Super fast billing and great ambience.,App,2023-11-05
17812,6083,9,4,Super fast billing and great ambience.,Website,2024-04-05
17813,6149,6,4,Five stars well deserved!,WhatsApp,2025-08-22
17814,6303,5,5,Super fast billing and great ambience.,Phone-Call,2022-10-16
17815,6354,10,4,Super fast billing and great ambience.,Phone-Call,2025-10-11
17816,6303,9,3,Satisfactory but room for improvement.,WhatsApp,2025-10-01
17817,6404,8,4,Quick billing and smooth process.,In-Store,2022-12-31
17818,6259,10,4,Staff went above and beyond to help.,In-Store,2026-02-07
17819,6315,7,5,Good value for money.,Email,2024-10-06
17820,6083,7,1,Packaging was damaged on arrival.,Phone-Call,2024-04-27
17821,6432,7,4,Five stars well deserved!,In-Store,2022-08-26
17822,6477,5,5,Quick billing and smooth process.,Website,2024-08-27
17823,6333,9,4,Will definitely come back again!,WhatsApp,2023-07-07
17824,6432,5,4,Amazing product quality. Very satisfied.,Email,2023-10-06
17825,6091,7,4,Good value for money.,App,2023-02-22
17826,6355,6,4,Amazing product quality. Very satisfied.,App,2022-01-31
17827,6274,3,5,Outstanding support and great deals.,In-Store,2023-10-29
17828,6394,5,4,Amazing product quality. Very satisfied.,Phone-Call,2024-09-26
17829,6063,5,3,Product meets basic expectations.,In-Store,2023-09-18
17830,6402,6,4,Will definitely come back again!,Email,2024-08-22
17831,6375,5,5,Good value for money.,App,2025-06-09
17832,6500,4,5,Super fast billing and great ambience.,Email,2025-02-02
17833,6439,3,4,Super fast billing and great ambience.,Email,2023-12-22
17834,6190,7,4,Will definitely come back again!,Email,2023-05-27
17835,6158,7,5,Quick billing and smooth process.,Email,2022-09-25
17836,6061,7,2,"Long waiting time, no one attended to us.",In-Store,2022-03-08
17837,6063,7,5,Store was clean and well organized.,In-Store,2022-06-19
17838,6294,6,5,Quick billing and smooth process.,WhatsApp,2026-03-22
17839,6333,7,4,Five stars well deserved!,Email,2025-08-27
17840,6343,1,4,Five stars well deserved!,Website,2024-08-12
17841,6241,5,5,Quick billing and smooth process.,WhatsApp,2026-01-21
17842,6492,7,3,Service was okay but could be improved.,In-Store,2026-03-22
17843,6393,2,4,Super fast billing and great ambience.,WhatsApp,2026-02-09
17844,6496,8,4,Best electronics store in the city!,Website,2022-11-15
17845,6159,10,4,Outstanding support and great deals.,Email,2023-12-03
17846,6062,6,5,Good value for money.,In-Store,2025-06-23
17847,6243,7,2,Limited product options and low stock.,In-Store,2023-07-24
17848,6047,9,5,Will definitely come back again!,Phone-Call,2024-05-16
17849,6265,3,4,Staff went above and beyond to help.,Email,2024-01-28
17850,6342,5,3,Product meets basic expectations.,Website,2024-08-20
17851,6230,1,1,Limited product options and low stock.,Phone-Call,2024-04-02
17852,6444,6,2,"Product is average, expected much more.",WhatsApp,2024-08-19
17853,6314,7,2,"Billing took forever, staff was rude.",WhatsApp,2025-09-27
17854,6400,9,4,Outstanding support and great deals.,Website,2024-09-23
17855,6078,8,4,Outstanding support and great deals.,Email,2023-04-22
17856,6464,5,1,Overpriced and poor quality.,WhatsApp,2025-07-21
17857,6379,4,2,Packaging was damaged on arrival.,Email,2023-09-02
17858,6161,2,5,Staff went above and beyond to help.,Phone-Call,2025-02-08
17859,6097,8,5,Best electronics store in the city!,WhatsApp,2022-03-24
17860,6018,8,5,Good value for money.,App,2022-04-09
17861,6262,9,5,Will definitely come back again!,Website,2025-10-18
17862,6160,3,5,Staff went above and beyond to help.,Phone-Call,2024-11-22
17863,6036,4,4,Good value for money.,In-Store,2022-03-13
17864,6280,6,4,Amazing product quality. Very satisfied.,Website,2022-08-12
17865,6246,10,3,Would recommend to friends.,Email,2025-09-08
17866,6158,4,5,Staff went above and beyond to help.,In-Store,2022-04-10
17867,6351,5,5,Good value for money.,Website,2022-04-27
17868,6063,3,5,Quick billing and smooth process.,In-Store,2022-08-30
17869,6425,3,3,"Met some expectations, decent selection.",In-Store,2022-02-08
17870,6452,1,5,Outstanding support and great deals.,Phone-Call,2026-03-30
17871,6460,8,3,Product meets basic expectations.,WhatsApp,2025-09-09
17872,6222,5,5,Will definitely come back again!,WhatsApp,2023-07-16
17873,6185,1,4,Five stars well deserved!,WhatsApp,2022-07-14
17874,6037,3,4,Store was clean and well organized.,In-Store,2023-10-13
17875,6301,5,4,Super fast billing and great ambience.,App,2024-12-27
17876,6339,8,4,Five stars well deserved!,Email,2023-04-21
17877,6006,4,5,Super fast billing and great ambience.,Phone-Call,2024-03-27
17878,6319,1,3,Store was clean but staff seemed busy.,In-Store,2023-12-07
17879,6463,10,1,Will not visit again. Terrible experience.,App,2025-09-11
17880,6191,6,3,"Average experience, nothing special.",App,2024-11-08
17881,6152,6,3,"Average experience, nothing special.",Website,2023-12-27
17882,6450,6,3,"Average experience, nothing special.",Phone-Call,2024-09-19
17883,6144,9,3,Satisfactory but room for improvement.,Phone-Call,2023-01-20
17884,6123,6,4,Staff went above and beyond to help.,App,2022-11-25
17885,6349,1,4,Store was clean and well organized.,Email,2023-04-30
17886,6477,7,5,Best electronics store in the city!,App,2023-09-02
17887,6397,2,5,Amazing product quality. Very satisfied.,Phone-Call,2022-09-01
17888,6178,9,5,Good value for money.,App,2024-08-28
17889,6387,9,4,Super fast billing and great ambience.,Phone-Call,2022-11-10
17890,6335,10,4,Outstanding support and great deals.,Phone-Call,2024-12-12
17891,6452,9,4,Outstanding support and great deals.,App,2023-09-17
17892,6388,5,5,Five stars well deserved!,Website,2024-12-21
17893,6203,9,4,Five stars well deserved!,Email,2025-06-16
17894,6020,2,5,Super fast billing and great ambience.,Website,2024-04-13
17895,6059,4,5,Good value for money.,In-Store,2022-11-04
17896,6500,2,3,Would recommend to friends.,Website,2024-08-17
17897,6191,2,3,Would recommend to friends.,Phone-Call,2026-01-24
17898,6176,3,5,Super fast billing and great ambience.,In-Store,2022-06-27
17899,6184,8,5,Amazing product quality. Very satisfied.,In-Store,2024-01-18
17900,6011,6,3,"Met some expectations, decent selection.",App,2025-10-20
17901,6438,4,5,Quick billing and smooth process.,WhatsApp,2025-04-16
17902,6498,7,1,"Billing took forever, staff was rude.",WhatsApp,2022-10-07
17903,6495,4,2,Overpriced and poor quality.,Website,2023-12-09
17904,6476,4,3,Would recommend to friends.,App,2024-08-06
17905,6320,8,4,Quick billing and smooth process.,WhatsApp,2022-12-19
17906,6163,4,4,Store was clean and well organized.,Email,2025-08-11
17907,6286,7,3,Satisfactory but room for improvement.,Phone-Call,2025-06-12
17908,6337,10,4,Staff went above and beyond to help.,Email,2022-09-20
17909,6402,6,5,Five stars well deserved!,WhatsApp,2025-05-21
17910,6474,10,5,Will definitely come back again!,Email,2025-11-21
17911,6194,8,5,Store was clean and well organized.,WhatsApp,2023-04-17
17912,6420,6,4,Will definitely come back again!,In-Store,2023-01-05
17913,6436,8,5,Staff went above and beyond to help.,Phone-Call,2024-08-21
17914,6345,9,4,Amazing product quality. Very satisfied.,App,2025-09-05
17915,6490,8,4,Quick billing and smooth process.,App,2024-06-17
17916,6012,3,5,Store was clean and well organized.,Website,2025-03-08
17917,6030,8,4,Best electronics store in the city!,WhatsApp,2024-04-22
17918,6352,4,5,Super fast billing and great ambience.,In-Store,2025-05-18
17919,6067,8,3,Would recommend to friends.,App,2025-07-01
17920,6135,6,3,"Met some expectations, decent selection.",WhatsApp,2026-03-15
17921,6293,4,4,Will definitely come back again!,Phone-Call,2023-07-27
17922,6422,9,5,Store was clean and well organized.,Phone-Call,2023-03-21
17923,6314,3,1,Will not visit again. Terrible experience.,Email,2023-01-01
17924,6384,5,2,Return process was complicated.,Email,2022-05-01
17925,6189,3,4,Outstanding support and great deals.,In-Store,2026-02-01
17926,6019,6,2,Limited product options and low stock.,Phone-Call,2026-01-19
17927,6192,4,5,Staff went above and beyond to help.,In-Store,2025-05-08
17928,6273,7,4,Best electronics store in the city!,Email,2024-09-18
17929,6358,5,5,Super fast billing and great ambience.,Website,2023-07-23
17930,6439,3,4,Best electronics store in the city!,Phone-Call,2023-01-30
17931,6104,3,3,Would recommend to friends.,App,2026-03-12
17932,6059,10,3,Would recommend to friends.,Website,2023-07-01
17933,6397,2,3,Product meets basic expectations.,Website,2023-07-02
17934,6461,5,5,Five stars well deserved!,In-Store,2023-01-11
17935,6178,3,5,Five stars well deserved!,WhatsApp,2022-04-04
17936,6295,7,2,"Billing took forever, staff was rude.",WhatsApp,2023-06-10
17937,6319,1,4,Five stars well deserved!,Phone-Call,2022-06-14
17938,6277,10,4,Super fast billing and great ambience.,WhatsApp,2023-06-07
17939,6012,2,4,Amazing product quality. Very satisfied.,App,2025-10-02
17940,6084,1,5,Quick billing and smooth process.,Phone-Call,2022-01-31
17941,6254,3,4,Quick billing and smooth process.,Website,2023-02-24
17942,6227,5,3,"Met some expectations, decent selection.",App,2022-12-12
17943,6275,5,3,"Met some expectations, decent selection.",In-Store,2025-04-29
17944,6343,1,4,Five stars well deserved!,Phone-Call,2025-11-24
17945,6427,4,5,Store was clean and well organized.,Email,2025-12-02
17946,6207,10,5,Staff went above and beyond to help.,Website,2022-11-12
17947,6219,9,5,Will definitely come back again!,In-Store,2023-07-18
17948,6133,7,2,"Product is average, expected much more.",App,2022-11-06
17949,6364,9,3,Satisfactory but room for improvement.,Phone-Call,2023-12-02
17950,6144,5,3,Service was okay but could be improved.,In-Store,2023-03-11
17951,6013,3,4,Will definitely come back again!,Phone-Call,2022-11-21
17952,6034,1,3,"Met some expectations, decent selection.",Website,2025-03-12
17953,6354,7,3,"Met some expectations, decent selection.",WhatsApp,2023-08-01
17954,6414,3,5,Quick billing and smooth process.,In-Store,2023-07-01
17955,6059,10,5,Best electronics store in the city!,App,2025-03-04
17956,6111,8,4,Outstanding support and great deals.,Phone-Call,2023-07-13
17957,6148,5,2,Packaging was damaged on arrival.,Website,2023-10-11
17958,6034,7,2,"Product is average, expected much more.",In-Store,2024-12-20
17959,6456,9,5,Quick billing and smooth process.,Email,2024-03-12
17960,6460,7,5,Will definitely come back again!,In-Store,2022-12-29
17961,6457,2,3,Product meets basic expectations.,Phone-Call,2023-01-16
17962,6272,9,5,Super fast billing and great ambience.,WhatsApp,2022-02-05
17963,6186,2,4,Super fast billing and great ambience.,Email,2023-03-11
17964,6487,8,1,Overpriced and poor quality.,Email,2025-02-03
17965,6468,2,5,Best electronics store in the city!,App,2024-10-03
17966,6167,6,5,Super fast billing and great ambience.,App,2025-05-17
17967,6142,8,3,Store was clean but staff seemed busy.,Website,2022-10-01
17968,6419,8,5,Five stars well deserved!,WhatsApp,2022-11-21
17969,6406,1,4,Store was clean and well organized.,Phone-Call,2022-04-04
17970,6070,8,4,Best electronics store in the city!,App,2022-08-09
17971,6327,3,1,Below average experience overall.,Email,2023-12-22
17972,6428,5,4,Five stars well deserved!,Phone-Call,2023-06-15
17973,6287,6,4,Will definitely come back again!,App,2022-10-19
17974,6024,2,4,Store was clean and well organized.,App,2023-02-08
17975,6196,3,1,Packaging was damaged on arrival.,In-Store,2023-06-27
17976,6335,8,1,Price is not justified for the quality.,App,2022-09-15
17977,6198,6,4,Quick billing and smooth process.,WhatsApp,2024-02-09
17978,6432,2,3,Store was clean but staff seemed busy.,Email,2025-04-11
17979,6026,3,4,Five stars well deserved!,Email,2023-10-10
17980,6109,6,5,Quick billing and smooth process.,WhatsApp,2025-03-03
17981,6008,10,5,Will definitely come back again!,Email,2026-01-08
17982,6362,8,4,Good value for money.,Email,2022-06-02
17983,6500,5,4,Outstanding support and great deals.,Email,2022-10-21
17984,6062,3,4,Quick billing and smooth process.,Phone-Call,2026-01-02
17985,6223,6,2,Price is not justified for the quality.,WhatsApp,2025-02-18
17986,6102,5,5,Five stars well deserved!,App,2024-12-01
17987,6191,10,5,Amazing product quality. Very satisfied.,App,2024-02-10
17988,6147,4,4,Amazing product quality. Very satisfied.,Website,2025-07-30
17989,6089,2,4,Staff went above and beyond to help.,Email,2024-10-01
17990,6140,4,5,Staff went above and beyond to help.,App,2025-03-18
17991,6199,4,3,Store was clean but staff seemed busy.,App,2025-07-15
17992,6149,8,2,Overpriced and poor quality.,Phone-Call,2025-10-12
17993,6421,10,5,Quick billing and smooth process.,App,2024-10-14
17994,6394,6,4,Best electronics store in the city!,Phone-Call,2025-01-26
17995,6360,1,5,Good value for money.,WhatsApp,2024-04-01
17996,6121,1,5,Super fast billing and great ambience.,Phone-Call,2024-05-16
17997,6490,10,3,Store was clean but staff seemed busy.,Email,2022-04-07
17998,6153,1,5,Best electronics store in the city!,Email,2025-12-05
17999,6404,4,3,Service was okay but could be improved.,In-Store,2022-01-13
18000,6274,8,5,Quick billing and smooth process.,App,2023-11-21
18001,6421,6,4,Staff went above and beyond to help.,App,2026-02-27
18002,6449,4,4,Quick billing and smooth process.,In-Store,2022-05-07
18003,6113,7,1,Limited product options and low stock.,WhatsApp,2025-03-19
18004,6457,1,4,Will definitely come back again!,Email,2025-07-14
18005,6039,2,5,Good value for money.,In-Store,2022-04-17
18006,6363,2,4,Store was clean and well organized.,WhatsApp,2024-11-07
18007,6236,9,3,Service was okay but could be improved.,Phone-Call,2023-08-12
18008,6405,8,4,Outstanding support and great deals.,App,2025-08-03
18009,6383,5,1,Return process was complicated.,Phone-Call,2024-11-22
18010,6477,3,2,Below average experience overall.,Phone-Call,2024-07-31
18011,6344,5,2,Below average experience overall.,Email,2023-05-28
18012,6097,7,3,"Average experience, nothing special.",Phone-Call,2024-08-02
18013,6423,9,3,"Met some expectations, decent selection.",Phone-Call,2022-04-21
18014,6081,7,5,Outstanding support and great deals.,WhatsApp,2025-05-02
18015,6306,3,4,Outstanding support and great deals.,Email,2023-05-23
18016,6103,8,3,Would recommend to friends.,WhatsApp,2024-05-30
18017,6109,6,4,Outstanding support and great deals.,Phone-Call,2022-10-12
18018,6353,1,4,Outstanding support and great deals.,App,2022-05-01
18019,6025,8,4,Good value for money.,Email,2022-04-22
18020,6311,5,3,Would recommend to friends.,Website,2022-12-12
18021,6316,6,5,Amazing product quality. Very satisfied.,WhatsApp,2023-02-02
18022,6257,8,4,Store was clean and well organized.,App,2026-01-19
18023,6116,10,5,Staff went above and beyond to help.,App,2026-03-23
18024,6170,9,3,"Met some expectations, decent selection.",App,2025-09-18
18025,6029,9,1,"Billing took forever, staff was rude.",App,2024-03-07
18026,6315,8,4,Five stars well deserved!,Phone-Call,2022-11-02
18027,6333,1,5,Amazing product quality. Very satisfied.,App,2025-06-22
18028,6339,3,3,"Met some expectations, decent selection.",Email,2024-03-17
18029,6024,3,3,Satisfactory but room for improvement.,Phone-Call,2025-05-22
18030,6022,7,5,Will definitely come back again!,Website,2022-05-20
18031,6184,8,1,Price is not justified for the quality.,Phone-Call,2022-01-24
18032,6241,4,3,Would recommend to friends.,Email,2022-01-07
18033,6150,5,2,Below average experience overall.,WhatsApp,2023-01-26
18034,6221,4,1,"Billing took forever, staff was rude.",WhatsApp,2023-10-10
18035,6290,1,4,Outstanding support and great deals.,Website,2025-05-29
18036,6371,1,5,Quick billing and smooth process.,WhatsApp,2023-10-01
18037,6092,6,3,Satisfactory but room for improvement.,WhatsApp,2023-07-10
18038,6057,5,4,Store was clean and well organized.,In-Store,2023-06-09
18039,6275,10,5,Staff went above and beyond to help.,Phone-Call,2025-07-26
18040,6059,2,4,Store was clean and well organized.,Email,2024-04-07
18041,6141,2,3,Service was okay but could be improved.,Phone-Call,2025-12-29
18042,6014,6,3,Store was clean but staff seemed busy.,Phone-Call,2025-02-28
18043,6193,1,3,Satisfactory but room for improvement.,App,2024-01-10
18044,6361,4,5,Staff went above and beyond to help.,In-Store,2023-07-08
18045,6273,10,5,Good value for money.,WhatsApp,2022-07-13
18046,6039,5,5,Quick billing and smooth process.,Website,2022-07-11
18047,6321,5,2,"Product is average, expected much more.",Phone-Call,2022-01-12
18048,6393,3,4,Quick billing and smooth process.,App,2023-06-16
18049,6483,9,1,Return process was complicated.,WhatsApp,2024-03-16
18050,6236,9,2,Limited product options and low stock.,App,2024-10-03
18051,6451,9,4,Best electronics store in the city!,Phone-Call,2024-12-19
18052,6413,10,3,"Average experience, nothing special.",Website,2024-11-07
18053,6356,5,5,Will definitely come back again!,In-Store,2023-02-01
18054,6431,10,4,Super fast billing and great ambience.,WhatsApp,2024-12-05
18055,6449,4,4,Good value for money.,Email,2025-02-07
18056,6154,2,4,Five stars well deserved!,WhatsApp,2025-06-05
18057,6011,2,1,Will not visit again. Terrible experience.,Phone-Call,2024-06-11
18058,6457,4,4,Outstanding support and great deals.,Website,2024-07-06
18059,6454,8,5,Good value for money.,Phone-Call,2024-05-22
18060,6089,5,5,Store was clean and well organized.,Email,2024-08-20
18061,6119,1,3,Would recommend to friends.,App,2022-05-16
18062,6263,4,4,Outstanding support and great deals.,WhatsApp,2025-08-17
18063,6363,2,1,Price is not justified for the quality.,WhatsApp,2023-05-10
18064,6461,2,1,Will not visit again. Terrible experience.,Phone-Call,2024-07-22
18065,6067,9,1,Packaging was damaged on arrival.,Phone-Call,2023-08-06
18066,6142,10,5,Best electronics store in the city!,Phone-Call,2023-03-16
18067,6271,4,2,"Long waiting time, no one attended to us.",App,2022-03-20
18068,6472,6,5,Staff went above and beyond to help.,WhatsApp,2023-05-25
18069,6187,6,3,Would recommend to friends.,App,2024-05-07
18070,6237,4,5,Good value for money.,Website,2024-07-25
18071,6233,7,2,"Long waiting time, no one attended to us.",Email,2024-01-04
18072,6441,6,5,Store was clean and well organized.,In-Store,2023-07-24
18073,6213,9,5,Quick billing and smooth process.,Email,2024-11-11
18074,6258,7,5,Super fast billing and great ambience.,In-Store,2026-03-15
18075,6204,7,2,Price is not justified for the quality.,Website,2023-01-15
18076,6260,7,3,Store was clean but staff seemed busy.,Website,2024-07-14
18077,6016,6,5,Will definitely come back again!,In-Store,2025-04-03
18078,6003,1,3,Store was clean but staff seemed busy.,Website,2022-11-05
18079,6031,7,4,Best electronics store in the city!,Email,2023-10-04
18080,6340,7,3,Would recommend to friends.,App,2025-06-23
18081,6247,10,5,Five stars well deserved!,In-Store,2022-02-22
18082,6228,2,5,Amazing product quality. Very satisfied.,App,2023-11-05
18083,6044,9,1,"Long waiting time, no one attended to us.",Phone-Call,2022-05-20
18084,6370,8,5,Outstanding support and great deals.,In-Store,2026-01-15
18085,6056,3,5,Amazing product quality. Very satisfied.,Phone-Call,2023-05-02
18086,6200,6,3,Would recommend to friends.,WhatsApp,2022-03-04
18087,6424,7,5,Super fast billing and great ambience.,WhatsApp,2023-07-03
18088,6141,1,5,Quick billing and smooth process.,WhatsApp,2026-01-04
18089,6326,5,5,Will definitely come back again!,App,2023-01-30
18090,6332,10,5,Outstanding support and great deals.,Phone-Call,2022-08-14
18091,6429,6,4,Outstanding support and great deals.,WhatsApp,2023-06-19
18092,6134,7,4,Best electronics store in the city!,App,2025-11-11
18093,6375,1,5,Store was clean and well organized.,Website,2023-02-02
18094,6301,10,4,Store was clean and well organized.,Email,2024-09-30
18095,6105,2,4,Staff went above and beyond to help.,Website,2023-01-09
18096,6160,9,1,Below average experience overall.,Phone-Call,2025-09-16
18097,6432,8,4,Outstanding support and great deals.,In-Store,2023-11-30
18098,6022,10,4,Quick billing and smooth process.,Email,2023-12-02
18099,6393,10,2,Packaging was damaged on arrival.,WhatsApp,2022-12-05
18100,6344,4,5,Store was clean and well organized.,Phone-Call,2022-04-19
18101,6121,3,1,Limited product options and low stock.,Email,2024-10-25
18102,6403,6,2,Below average experience overall.,App,2022-04-09
18103,6007,6,5,Store was clean and well organized.,Email,2024-06-06
18104,6416,8,5,Staff went above and beyond to help.,Phone-Call,2024-07-28
18105,6395,7,5,Good value for money.,Website,2026-03-11
18106,6138,9,5,Five stars well deserved!,App,2022-02-13
18107,6024,6,4,Will definitely come back again!,In-Store,2023-10-10
18108,6497,5,4,Amazing product quality. Very satisfied.,In-Store,2022-10-09
18109,6078,2,5,Outstanding support and great deals.,App,2022-07-14
18110,6036,8,5,Amazing product quality. Very satisfied.,In-Store,2024-03-07
18111,6307,3,4,Store was clean and well organized.,Website,2022-08-06
18112,6379,3,5,Amazing product quality. Very satisfied.,Website,2023-11-18
18113,6332,9,3,Store was clean but staff seemed busy.,Email,2022-10-12
18114,6423,9,3,Would recommend to friends.,Email,2026-03-21
18115,6495,5,5,Best electronics store in the city!,Website,2024-10-27
18116,6344,3,4,Outstanding support and great deals.,App,2025-01-08
18117,6322,9,5,Five stars well deserved!,Email,2024-08-05
18118,6134,3,5,Good value for money.,Email,2023-11-02
18119,6051,7,4,Store was clean and well organized.,App,2022-11-08
18120,6420,5,2,"Billing took forever, staff was rude.",App,2023-07-07
18121,6332,7,1,"Long waiting time, no one attended to us.",WhatsApp,2026-01-18
18122,6157,6,4,Outstanding support and great deals.,Phone-Call,2025-12-10
18123,6401,7,4,Super fast billing and great ambience.,Phone-Call,2023-02-26
18124,6016,9,1,Return process was complicated.,Website,2025-01-23
18125,6467,2,1,Will not visit again. Terrible experience.,App,2022-07-17
18126,6236,8,2,"Billing took forever, staff was rude.",Phone-Call,2025-11-02
18127,6309,2,1,Price is not justified for the quality.,Website,2022-07-29
18128,6357,8,5,Store was clean and well organized.,WhatsApp,2023-03-26
18129,6300,10,5,Staff went above and beyond to help.,Phone-Call,2023-03-03
18130,6243,4,4,Amazing product quality. Very satisfied.,In-Store,2024-08-13
18131,6046,8,4,Outstanding support and great deals.,WhatsApp,2022-01-17
18132,6484,2,3,Product meets basic expectations.,App,2022-01-27
18133,6014,9,2,"Long waiting time, no one attended to us.",In-Store,2024-02-07
18134,6127,1,3,"Met some expectations, decent selection.",In-Store,2024-07-16
18135,6219,8,5,Good value for money.,WhatsApp,2024-09-17
18136,6051,3,2,Limited product options and low stock.,In-Store,2022-02-12
18137,6391,10,5,Best electronics store in the city!,WhatsApp,2022-07-14
18138,6406,8,4,Good value for money.,In-Store,2023-01-28
18139,6242,7,5,Good value for money.,Phone-Call,2024-08-02
18140,6410,4,5,Good value for money.,In-Store,2026-03-04
18141,6362,3,5,Will definitely come back again!,In-Store,2023-05-27
18142,6203,4,5,Store was clean and well organized.,WhatsApp,2022-02-27
18143,6272,10,5,Will definitely come back again!,Phone-Call,2024-07-22
18144,6262,4,3,Would recommend to friends.,App,2023-10-17
18145,6470,8,4,Amazing product quality. Very satisfied.,WhatsApp,2024-09-29
18146,6013,6,5,Will definitely come back again!,Email,2024-11-16
18147,6364,5,5,Super fast billing and great ambience.,In-Store,2023-11-18
18148,6211,4,2,Overpriced and poor quality.,App,2023-09-12
18149,6438,5,2,Will not visit again. Terrible experience.,In-Store,2022-08-11
18150,6485,9,2,Overpriced and poor quality.,Email,2025-04-28
18151,6343,6,5,Super fast billing and great ambience.,Phone-Call,2022-03-31
18152,6213,2,3,Would recommend to friends.,Phone-Call,2022-11-13
18153,6095,10,4,Quick billing and smooth process.,In-Store,2024-09-03
18154,6436,8,2,"Long waiting time, no one attended to us.",Website,2023-04-20
18155,6355,3,5,Store was clean and well organized.,WhatsApp,2024-12-25
18156,6235,1,4,Good value for money.,App,2025-04-20
18157,6441,6,1,Overpriced and poor quality.,In-Store,2023-04-01
18158,6094,3,1,Below average experience overall.,In-Store,2024-09-07
18159,6299,10,2,Overpriced and poor quality.,Phone-Call,2026-02-06
18160,6112,6,4,Quick billing and smooth process.,Website,2022-01-14
18161,6128,6,3,"Met some expectations, decent selection.",Email,2025-01-28
18162,6455,5,1,Will not visit again. Terrible experience.,Website,2023-12-17
18163,6222,8,4,Will definitely come back again!,In-Store,2024-09-05
18164,6226,3,5,Good value for money.,Phone-Call,2022-03-10
18165,6057,1,1,Below average experience overall.,Website,2022-06-14
18166,6159,8,5,Will definitely come back again!,Website,2025-09-19
18167,6449,7,2,Packaging was damaged on arrival.,Email,2023-09-07
18168,6454,5,5,Best electronics store in the city!,WhatsApp,2024-04-16
18169,6352,6,4,Five stars well deserved!,Email,2025-08-18
18170,6481,3,4,Will definitely come back again!,Email,2026-02-27
18171,6091,8,4,Super fast billing and great ambience.,Website,2025-02-11
18172,6021,7,3,Would recommend to friends.,Email,2022-01-15
18173,6285,2,2,Packaging was damaged on arrival.,Website,2026-02-15
18174,6264,2,5,Will definitely come back again!,WhatsApp,2022-08-05
18175,6337,7,3,Would recommend to friends.,Phone-Call,2024-01-07
18176,6449,7,1,Below average experience overall.,In-Store,2022-04-28
18177,6294,4,4,Best electronics store in the city!,App,2022-08-14
18178,6427,8,4,Five stars well deserved!,In-Store,2023-10-11
18179,6152,2,5,Staff went above and beyond to help.,WhatsApp,2023-02-20
18180,6241,2,4,Outstanding support and great deals.,Website,2023-03-03
18181,6091,3,5,Super fast billing and great ambience.,Email,2023-04-01
18182,6017,2,5,Best electronics store in the city!,App,2022-02-25
18183,6162,10,5,Store was clean and well organized.,Email,2024-02-07
18184,6446,9,5,Quick billing and smooth process.,In-Store,2022-05-03
18185,6252,4,3,Service was okay but could be improved.,WhatsApp,2025-11-21
18186,6143,9,2,Price is not justified for the quality.,In-Store,2024-07-01
18187,6178,10,3,Store was clean but staff seemed busy.,App,2024-08-26
18188,6004,8,1,Return process was complicated.,In-Store,2023-05-08
18189,6428,5,4,Five stars well deserved!,Email,2022-04-05
18190,6312,7,5,Best electronics store in the city!,App,2024-09-02
18191,6084,1,5,Best electronics store in the city!,Phone-Call,2023-03-09
18192,6455,2,3,"Average experience, nothing special.",In-Store,2023-11-09
18193,6258,7,4,Quick billing and smooth process.,Email,2023-10-12
18194,6492,10,1,"Product is average, expected much more.",Email,2023-07-31
